datetime	timestamp	wind
2017-01-01 00:00:00	1483228800	21892
2017-01-01 01:00:00	1483232400	21780
2017-01-01 02:00:00	1483236000	12530
2017-01-01 03:00:00	1483239600	10326
2017-01-01 04:00:00	1483243200	9997
2017-01-01 05:00:00	1483246800	10122
2017-01-01 06:00:00	1483250400	10694
2017-01-01 07:00:00	1483254000	10619
2017-01-01 08:00:00	1483257600	10198
2017-01-01 09:00:00	1483261200	8980
2017-01-01 10:00:00	1483264800	8681
2017-01-01 11:00:00	1483268400	9090
2017-01-01 12:00:00	1483272000	9203
2017-01-01 13:00:00	1483275600	9333
2017-01-01 14:00:00	1483279200	8691
2017-01-01 15:00:00	1483282800	8571
2017-01-01 16:00:00	1483286400	9492
2017-01-01 17:00:00	1483290000	12545
2017-01-01 18:00:00	1483293600	14495
2017-01-01 19:00:00	1483297200	17862
2017-01-01 20:00:00	1483300800	42852
2017-01-01 21:00:00	1483304400	47600
2017-01-01 22:00:00	1483308000	52662
2017-01-01 23:00:00	1483311600	57012
2017-01-02 00:00:00	1483315200	57442
2017-01-02 01:00:00	1483318800	55470
2017-01-02 02:00:00	1483322400	30306
2017-01-02 03:00:00	1483326000	24701
2017-01-02 04:00:00	1483329600	24612
2017-01-02 05:00:00	1483333200	24980
2017-01-02 06:00:00	1483336800	24371
2017-01-02 07:00:00	1483340400	25044
2017-01-02 08:00:00	1483344000	25043
2017-01-02 09:00:00	1483347600	24113
2017-01-02 10:00:00	1483351200	23005
2017-01-02 11:00:00	1483354800	21389
2017-01-02 12:00:00	1483358400	20630
2017-01-02 13:00:00	1483362000	19668
2017-01-02 14:00:00	1483365600	18945
2017-01-02 15:00:00	1483369200	18526
2017-01-02 16:00:00	1483372800	18677
2017-01-02 17:00:00	1483376400	18514
2017-01-02 18:00:00	1483380000	20142
2017-01-02 19:00:00	1483383600	20657
2017-01-02 20:00:00	1483387200	41008
2017-01-02 21:00:00	1483390800	41838
2017-01-02 22:00:00	1483394400	44670
2017-01-02 23:00:00	1483398000	48192
2017-01-03 00:00:00	1483401600	46820
2017-01-03 01:00:00	1483405200	46442
2017-01-03 02:00:00	1483408800	26846
2017-01-03 03:00:00	1483412400	21762
2017-01-03 04:00:00	1483416000	21694
2017-01-03 05:00:00	1483419600	22491
2017-01-03 06:00:00	1483423200	22061
2017-01-03 07:00:00	1483426800	20456
2017-01-03 08:00:00	1483430400	19719
2017-01-03 09:00:00	1483434000	19145
2017-01-03 10:00:00	1483437600	16133
2017-01-03 11:00:00	1483441200	14016
2017-01-03 12:00:00	1483444800	15930
2017-01-03 13:00:00	1483448400	19011
2017-01-03 14:00:00	1483452000	20563
2017-01-03 15:00:00	1483455600	20698
2017-01-03 16:00:00	1483459200	21304
2017-01-03 17:00:00	1483462800	24679
2017-01-03 18:00:00	1483466400	25837
2017-01-03 19:00:00	1483470000	25374
2017-01-03 20:00:00	1483473600	51722
2017-01-03 21:00:00	1483477200	52200
2017-01-03 22:00:00	1483480800	51194
2017-01-03 23:00:00	1483484400	49224
2017-01-04 00:00:00	1483488000	48854
2017-01-04 01:00:00	1483491600	52924
2017-01-04 02:00:00	1483495200	31989
2017-01-04 03:00:00	1483498800	28613
2017-01-04 04:00:00	1483502400	28990
2017-01-04 05:00:00	1483506000	29285
2017-01-04 06:00:00	1483509600	31080
2017-01-04 07:00:00	1483513200	32459
2017-01-04 08:00:00	1483516800	30856
2017-01-04 09:00:00	1483520400	28026
2017-01-04 10:00:00	1483524000	27455
2017-01-04 11:00:00	1483527600	28648
2017-01-04 12:00:00	1483531200	31538
2017-01-04 13:00:00	1483534800	35609
2017-01-04 14:00:00	1483538400	38383
2017-01-04 15:00:00	1483542000	38199
2017-01-04 16:00:00	1483545600	38068
2017-01-04 17:00:00	1483549200	40880
2017-01-04 18:00:00	1483552800	42530
2017-01-04 19:00:00	1483556400	43701
2017-01-04 20:00:00	1483560000	89390
2017-01-04 21:00:00	1483563600	88386
2017-01-04 22:00:00	1483567200	86916
2017-01-04 23:00:00	1483570800	86082
2017-01-05 00:00:00	1483574400	85840
2017-01-05 01:00:00	1483578000	88084
2017-01-05 02:00:00	1483581600	51625
2017-01-05 03:00:00	1483585200	41622
2017-01-05 04:00:00	1483588800	43867
2017-01-05 05:00:00	1483592400	44137
2017-01-05 06:00:00	1483596000	43548
2017-01-05 07:00:00	1483599600	42873
2017-01-05 08:00:00	1483603200	41160
2017-01-05 09:00:00	1483606800	37759
2017-01-05 10:00:00	1483610400	34044
2017-01-05 11:00:00	1483614000	31804
2017-01-05 12:00:00	1483617600	30589
2017-01-05 13:00:00	1483621200	29644
2017-01-05 14:00:00	1483624800	28851
2017-01-05 15:00:00	1483628400	28433
2017-01-05 16:00:00	1483632000	29054
2017-01-05 17:00:00	1483635600	32983
2017-01-05 18:00:00	1483639200	34613
2017-01-05 19:00:00	1483642800	34747
2017-01-05 20:00:00	1483646400	68548
2017-01-05 21:00:00	1483650000	67634
2017-01-05 22:00:00	1483653600	64786
2017-01-05 23:00:00	1483657200	62652
2017-01-06 00:00:00	1483660800	59750
2017-01-06 01:00:00	1483664400	55504
2017-01-06 02:00:00	1483668000	31388
2017-01-06 03:00:00	1483671600	26335
2017-01-06 04:00:00	1483675200	24858
2017-01-06 05:00:00	1483678800	22739
2017-01-06 06:00:00	1483682400	21360
2017-01-06 07:00:00	1483686000	21518
2017-01-06 08:00:00	1483689600	20992
2017-01-06 09:00:00	1483693200	19560
2017-01-06 10:00:00	1483696800	17925
2017-01-06 11:00:00	1483700400	16917
2017-01-06 12:00:00	1483704000	15903
2017-01-06 13:00:00	1483707600	15542
2017-01-06 14:00:00	1483711200	15428
2017-01-06 15:00:00	1483714800	16207
2017-01-06 16:00:00	1483718400	16927
2017-01-06 17:00:00	1483722000	19012
2017-01-06 18:00:00	1483725600	20169
2017-01-06 19:00:00	1483729200	22256
2017-01-06 20:00:00	1483732800	48280
2017-01-06 21:00:00	1483736400	49878
2017-01-06 22:00:00	1483740000	50218
2017-01-06 23:00:00	1483743600	50058
2017-01-07 00:00:00	1483747200	51344
2017-01-07 01:00:00	1483750800	55330
2017-01-07 02:00:00	1483754400	33519
2017-01-07 03:00:00	1483758000	28192
2017-01-07 04:00:00	1483761600	27482
2017-01-07 05:00:00	1483765200	27017
2017-01-07 06:00:00	1483768800	26624
2017-01-07 07:00:00	1483772400	25250
2017-01-07 08:00:00	1483776000	22976
2017-01-07 09:00:00	1483779600	18779
2017-01-07 10:00:00	1483783200	16134
2017-01-07 11:00:00	1483786800	14533
2017-01-07 12:00:00	1483790400	12957
